,parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat
82,beta_82,0.24153746224656247,0.6233152839164826,0.23209415667272604,-0.7826365592233903,1.2806825180117567,1688.9847113350363,1.0111269775826546
83,beta_83,-0.40279424100565264,0.5270971073019737,-0.33937277618527506,-1.3522051976111071,0.32858713803971773,3633.979273046108,1.0018130896620159
84,beta_84,-0.27250727625266885,0.5509001498980097,-0.20728943283231133,-1.2918994537224973,0.4952727963044621,3662.2697501994717,1.007036171530771
85,beta_85,-0.07271824091223868,0.4344759243940947,-0.04470030998542561,-0.746699430730496,0.6527513880374044,2779.6721300984113,1.006599072591119
86,beta_86,-0.1180352602665343,0.5455462749738125,-0.07888155378238239,-1.0858690433813711,0.753945515624307,3927.0722933220122,0.9999420924839473
87,beta_87,0.11427270315682919,0.5483287556568464,0.12425547839333818,-0.780606180440285,1.0134811032877629,558.4215671786053,1.0200135777250676
88,beta_88,0.6742761264417017,0.6128891661749479,0.6560397750835746,-0.2875006697072594,1.717928590901028,2998.793441432497,1.0024763180868792
89,beta_89,-0.10929548136799427,0.5149240973851914,-0.06812488923086335,-0.977171776135359,0.7257074812267434,3283.2235468170024,1.0041036708552138
90,beta_90,-0.1491732016133976,0.5409419460596461,-0.11568229528584403,-1.1306477509326331,0.6968555417777672,2617.307355267908,1.008509414312879
91,beta_91,-0.39961763582583476,0.4123862471147579,-0.3637728214462208,-1.0647338389716112,0.2996163218748905,1127.4823491475654,1.0120275542182045
92,beta_92,-0.15091095068847835,0.43412388969583227,-0.13031087255754514,-0.8298860101535508,0.5686337769628533,4101.517428708399,1.0018443613914565
93,beta_93,-0.3704371291811035,0.5092849659702589,-0.30791928761490805,-1.2558041164639373,0.40253731743225957,2852.576197794526,1.0079774589656765
94,beta_94,0.6893802874525317,0.6294374741304961,0.6628790895040078,-0.27395061370854057,1.7818595997073652,3188.30109675931,1.0041578606061339
95,beta_95,0.15457433964382228,0.5009345034873217,0.16536940150262674,-0.5905594381341063,1.039650611954077,4151.267486560892,1.0018009277173936
96,beta_96,0.10513101734796489,0.5742149580289235,0.10590022766226243,-0.8115175022675348,1.111570236716055,104.33120183037884,1.0287392954603447
97,beta_97,-0.28512352821576836,0.5504910296835798,-0.2235710181040355,-1.2505004096562442,0.5406306411726683,3011.1012271122545,1.0051490337094975
98,beta_98,-0.2917724105121008,0.36929130806614885,-0.2630306286078107,-0.9516252008996088,0.24935187069608933,3120.9941941389657,1.0020150727800672
99,beta_99,0.32792430748581025,0.5745232252505872,0.32232695349637047,-0.6491131120082074,1.219119486429289,423.43007841012206,1.0200752098515913
100,beta_100,0.06037388849553377,0.5645720383765622,0.09018622205415777,-0.9494947076433065,0.9641604199523394,2579.2852401306964,1.0072641343869846
101,beta_101,0.3258942955457184,0.5962336978156056,0.32244520746493854,-0.5942497146896735,1.346797190869628,1660.4299277967725,1.0094338586482043
102,beta_102,-0.25179142438304725,0.48472916903308955,-0.21066050637973632,-1.045537400606515,0.5269675618835505,3284.644237444421,1.001020776564175
103,beta_103,-0.2984742816129907,0.4068167106211868,-0.2821579238622747,-1.0349248803986715,0.32124777031618235,3577.037918353873,1.0024486657667426
104,beta_104,0.13109005904289017,0.5550284829211082,0.1386241374171093,-0.8081735912613434,1.0216391553899504,868.8549024121651,1.0132765807149187
105,beta_105,0.3494412897793509,0.6033764202989911,0.33534922834616104,-0.6118156023584148,1.355200093065482,3580.463722375823,1.0024531146619244
106,beta_106,-0.1123642907045428,0.5737635623210368,-0.06645445089873095,-1.1295420109718886,0.8094619475645826,3679.5004292826475,1.0035833734400674
107,beta_107,0.5827124718290072,0.6221865086359277,0.5679576099473711,-0.41941652266256785,1.5904235064579118,3381.407795976768,1.0012502403815262
108,beta_108,-0.14959355674609007,0.5689224969863385,-0.10275020282635261,-1.186703996847045,0.7122699680775934,2895.6648246664618,1.008692515274766
109,beta_109,-0.2587483870304839,0.3796710317652736,-0.23570865750398884,-0.8762335162641648,0.3663321410378567,3478.926642219788,1.001325722334441
110,beta_110,0.39122810085143156,0.6113599164163666,0.363213161235977,-0.5413840978905813,1.4455156545207362,3822.219548103473,1.0019385821781206
111,beta_111,-0.21617638155648214,0.38945497086020237,-0.1908832343913453,-0.8444873875594985,0.41364155741175734,3521.3248299054735,0.999662965779667
112,beta_112,-0.06973664575439968,0.5811039930877203,-0.023108750555822108,-1.1726793650694514,0.794516736082254,3508.2163088723,1.0066449639154182
113,beta_113,0.3651612881369928,0.60544573963105,0.3653354403824445,-0.5650395052470879,1.4240952536536502,1012.6756733410275,1.0198322398681543
114,beta_114,-0.17622708365611628,0.5764404060410833,-0.10791797100169156,-1.2681737746506891,0.6653199444199678,3385.812070832778,1.0036488895926179
115,beta_115,-0.07310006648858303,0.5668904014758159,-0.03598409350417822,-1.1394088490010097,0.7582559467968938,1730.5290676264556,1.0120571996244903
116,beta_116,-0.29512224413585036,0.41446346301965514,-0.2583106682361186,-0.9436033701333382,0.40359854988431265,3166.2583104296036,1.0028439848494186
117,beta_117,-0.1398321820308712,0.5579862285482117,-0.08896479852213937,-1.1544989129049088,0.7112508487030985,2574.2278007187724,1.0106281224281461
118,beta_118,0.5644151485235379,0.6077401400364053,0.5545965449846911,-0.32632021746366385,1.6233136954371998,3568.9004081590497,1.0007413860502095
119,beta_119,0.6484005972276736,0.624670427678437,0.6201038489367074,-0.303234154489445,1.7377710748138524,3223.7007595159434,1.0005962956570489
120,beta_120,-0.2568071069185456,0.40385967810853485,-0.2218314934046433,-0.8960492826398018,0.4094397608491265,3654.679431241399,1.0005406090985298
121,beta_121,0.042218372970248594,0.5601038298007163,0.05464605438624291,-0.8661667412789442,0.979774826276795,100.66713636273604,1.0303033993033253
122,beta_122,-0.16091952232496204,0.3989484194329996,-0.1327410630653263,-0.821345119946232,0.46192521549310966,3743.7817055685687,0.9996424918668684
123,beta_123,-0.41092196223416966,0.5468334746193948,-0.3403429147237118,-1.3340587277348774,0.4107724008810147,3683.893420201369,1.004290613012824
124,beta_124,-0.14040717608757874,0.5791371328883074,-0.10013125526635959,-1.216559530434313,0.705677985503141,3781.5774233740526,1.0032487899068707
125,beta_125,-0.33883429419954986,0.4152414918165358,-0.28910975043203835,-0.9740544444139542,0.3668190903063191,3150.7238966815994,1.0033981086517356
126,beta_126,-0.4278980704174924,0.5208652231696427,-0.3692408554021213,-1.2889842086829866,0.395415252372381,3224.0199470265084,1.005226389598132
127,beta_127,-0.1510702259511134,0.5803800600716168,-0.09658981295663413,-1.2032588828543909,0.7439903154952384,2336.2367330139423,1.0122950884034112
128,beta_128,-0.048139172679975965,0.5914198930640502,-0.0257676300547059,-1.1569333935308006,0.8478534217285549,3862.115047947638,1.0031943269862102
129,beta_129,-0.28708761821031537,0.5604399310344762,-0.22922504908986935,-1.3242730425128824,0.5009190894532957,3977.361680685944,1.0028405745372742
130,beta_130,0.10147536631073797,0.50962014221974,0.10350527254048858,-0.7092547361105489,0.9514267888166889,4176.93228630222,1.0028139446926798
131,beta_131,-0.17410759817785945,0.5211831132460035,-0.11233097957567792,-1.1100388392730114,0.6371047377243926,2314.033376804892,1.0048472587159354
132,beta_132,-0.16805697844050946,0.5542107750728961,-0.12061158826078477,-1.1839395128241978,0.6520823937961339,1571.994400743327,1.0130370927564332
133,beta_133,-0.41821408404825616,0.5355303738766833,-0.3572833067629949,-1.3143505831850113,0.3936815005146739,3834.474181837077,1.0021421737633764
134,beta_134,-0.11815860927809038,0.557951745277684,-0.06843701351833383,-1.1059107480968646,0.764294565916074,3540.1820625418236,1.0033498012338244
135,beta_135,-0.03295786498757249,0.5987797390608548,0.0010470720823611535,-1.0673121875316842,0.9551426537403853,3436.4287937115637,1.0068358472597918
136,beta_136,-0.2549257263631429,0.40580565108795247,-0.22062115757446046,-0.8981512879733846,0.4089445153846809,2003.3819176157842,1.0085184375803988
137,beta_137,-0.1504769872304657,0.5736307642828647,-0.07470223776008665,-1.1808633240931654,0.7231918662096573,2910.712205271939,1.0083186062460212
138,beta_138,-0.41668671013151104,0.5360420138050512,-0.3540425650365359,-1.3309099680600462,0.39185532444764676,3671.022664258231,1.0020896437609428
139,beta_139,-0.167742049685767,0.5186089503901232,-0.11934723039675947,-1.1651045975745653,0.5584736720055691,3504.855090300238,1.0045668158062129
140,beta_140,0.10124253845433102,0.40110700307615127,0.11378324589197905,-0.5486511572721964,0.7113648087526124,3967.1434126968456,1.004575348136862
141,beta_141,-0.12065333767317205,0.5643245843510155,-0.08102588466195487,-1.1378417170529338,0.7406894434388375,3878.8078389201,0.9993850584693533
142,beta_142,0.35435725388370926,0.5738457532669604,0.33110677291785473,-0.5886932474926865,1.3003967744319764,3306.345331462556,1.0052193722727008
143,beta_143,-0.23466128048754545,0.5503678889549959,-0.17077510858765055,-1.2878413731909282,0.5306810828637313,3805.7834642778466,1.000726676464429
144,beta_144,-0.2956205795454495,0.5639978509275959,-0.2424550335144547,-1.3158340722151003,0.523027823506473,842.1903972948155,1.0152067907741047
145,beta_145,-0.13071831156187458,0.5638301160352152,-0.08223801482002494,-1.2331236797583356,0.6342384855248193,1805.6802828498332,1.010736989370874
146,beta_146,0.1611317432862818,0.5780437874920582,0.17236902893981598,-0.7763910711238129,1.1290161002427102,1525.6642758119785,1.0116084509325476
147,beta_147,0.17681735555244246,0.5899507880566925,0.19312291286503125,-0.7713659509706992,1.145751068509355,440.45306741333883,1.0171803124973091
148,beta_148,0.09509089278075579,0.5555583441118601,0.10614011733931986,-0.8104323680851674,1.0388031615480462,3038.5842029643695,1.0090003619231744
149,beta_149,-0.28760677674905166,0.38143133493855674,-0.26767107240724675,-0.9147232134275455,0.3241463442379843,2950.7246632023625,1.0039757284353632
150,beta_150,0.1841215238416525,0.6101586060379408,0.1943288422439915,-0.8253122657532805,1.2351572364923848,186.49817015358687,1.024149604057263
151,beta_151,-0.21175977624857392,0.5514347617514422,-0.15440168521445286,-1.1574684554611425,0.6635194263437986,3666.785510800117,1.0004419677278544
152,beta_152,0.08092136286441794,0.530585445680305,0.10942464223033127,-0.8221437304231539,0.93929552908868,3334.489669057374,1.0095987331349805
153,beta_153,-0.29697087011297746,0.5454995020507684,-0.24353723233205526,-1.2187035424140162,0.5540600413848025,3433.6526438279657,1.0006957648637511
154,beta_154,-0.3173246422054959,0.38324866713820316,-0.2881597504055028,-0.92334100227174,0.3126454683294878,3671.7324617329336,1.0026444327473316
155,beta_155,0.42211113293349795,0.6140165385610136,0.40891963307309476,-0.6060657747444842,1.3813199569299297,1837.866024222506,1.0105207074578355
156,beta_156,-0.00852095753959361,0.6175892843490124,0.02020309718142666,-1.0535396205256522,1.0319665722340248,3177.8952003387526,1.0041652717516754
157,beta_157,-0.2154196010807124,0.4157996482559404,-0.16912003711384593,-0.8902808165350852,0.449011764535484,3802.8182514485216,1.0039849300478165
158,beta_158,0.6850926004331893,0.6277901543610777,0.661153860332361,-0.34204378104543376,1.6888730816901047,3702.4630235757313,1.0017682895748128
159,beta_159,0.5489665650887429,0.5829824020096347,0.5193936306169067,-0.32496821287550637,1.5389528115124818,4076.050651950931,1.002492088990506
160,beta_160,-0.19763511928289715,0.565412980096837,-0.1520536941711071,-1.2257109502073018,0.6471343112791226,2861.720688518104,1.010090232029082
161,beta_161,0.409368652565849,0.6254480914351415,0.4013452891944036,-0.5244494016771564,1.5137985576237263,3568.7950542404765,1.0028293740135408
162,beta_162,-0.2562058319791726,0.5009013165258633,-0.2051453139094679,-1.1655942915873716,0.48278326284096346,2547.7630819392302,1.005918305137292
163,beta_163,0.6689640911344622,0.6171390368353106,0.6551758176606312,-0.30497220320803986,1.721451804019494,3395.5423375402165,1.0043620824742756
164,beta_164,-0.1607693926427282,0.38612788643498397,-0.14483865673060503,-0.7648593140559192,0.4828494398941985,3382.365100836013,1.0018896426004549
165,beta_165,0.36472318192288217,0.5805178169073101,0.35195569179529473,-0.5892992782795817,1.3175958319614642,3988.677796471479,1.0021103584848297
166,beta_166,-0.26740651363030804,0.4178826971119255,-0.2246078399077688,-0.9397725854365471,0.41839682028944164,3203.9309468865576,1.004606612103703
167,beta_167,0.5518194755099083,0.6132213520753532,0.5268304804098627,-0.4033449589571734,1.5563290358056463,3486.4323875004425,1.0003371729423327
168,beta_168,-0.29817949328881893,0.44697683970571056,-0.25400473652153355,-1.0262854138128017,0.431655374408041,3592.8273751466145,1.0035192685304943
169,beta_169,-0.051704003970871604,0.5794109715806137,-0.029086428296048218,-1.0031598250440543,0.9668933754078911,103.68167788373508,1.03195034122007
170,beta_170,-0.28517887865989694,0.5527569607193153,-0.22027945811307115,-1.2700809560432316,0.5384217653418469,3882.079808804036,1.0024010900612956
171,beta_171,0.6609656321213163,0.6132833615182022,0.638642742326343,-0.38065992199891924,1.6221071719986562,3736.5794758712977,1.002421375282821
172,beta_172,-0.04139102026704732,0.5948889261262685,-8.242253336754194e-05,-1.1621783297090285,0.8116773312882771,127.28518310497033,1.0282770019300838
173,beta_173,-0.34333515735453574,0.5334848998001985,-0.28679339120492503,-1.3092674365093573,0.4275887293808114,3469.706720184544,1.0028575365426198
174,beta_174,-0.09367725485548617,0.5066771360474366,-0.04136019228150459,-1.0232341115917842,0.6692729928257621,3502.2579663271454,1.0062504851010323
175,beta_175,-0.3628743372543125,0.39427924687103066,-0.3337517633630893,-0.9950096109317742,0.27790515735981997,3489.3693895131587,1.0013932984250848
176,beta_176,-0.13521244590257828,0.5736283917820932,-0.08170536316106097,-1.199360331530134,0.7267230677940661,3337.767709244064,1.0038089110511808
177,beta_177,-0.17930443253728728,0.484739143541062,-0.14001565432237,-0.9905700655401882,0.6137681531225354,3165.9582058096244,1.003308675592795
178,beta_178,0.07804113101286893,0.5788339400970594,0.09909593824580501,-0.8922433163758869,1.054574637140888,3664.291382518247,1.0015998348047945
179,beta_179,0.0578725135524624,0.586970804939073,0.07790644272850912,-1.0146482085115625,0.9732091249628431,3339.474626938475,1.0041045467814262
180,beta_180,-0.19259079367216633,0.5484984231675634,-0.1394932596744242,-1.2058559009453356,0.6137362366271063,3610.7856575597,1.0008040569193861
181,beta_181,-0.14021266141939198,0.48793805172797894,-0.09042694154424305,-0.9915160180240401,0.6165382426700362,3984.685339108212,1.0002425716275933
182,beta_182,-0.13196603015208483,0.5692643306714732,-0.07663349465294525,-1.1345594607977676,0.7340985294819646,293.55710202718353,1.0207710876108997
183,beta_183,0.4472034265757536,0.5677791621149052,0.4250032210575586,-0.3951352979859016,1.44298091089067,3717.6666748411158,1.002602028953092
184,beta_184,0.3804335097733343,0.5943929117473796,0.37404177650783715,-0.5848648624005616,1.364123514146613,3251.119886023711,1.0068379511660892
185,beta_185,-0.20910907147513957,0.40381854369192505,-0.17473058659252666,-0.8587298459485009,0.4257956494482669,3422.641096708057,1.0014297683537212
186,beta_186,0.04141323188247095,0.5134494554695037,0.061458938285447504,-0.7800203896115784,0.9052196269130391,255.49060513041402,1.0194095815275803
187,beta_187,-0.08567709624665308,0.5746022536054273,-0.04941751703011774,-1.2079617256829052,0.7221941746845904,3485.844884568803,1.0052940816163343
188,beta_188,0.2539972384989804,0.604807119926502,0.24203839232895566,-0.7504858045351387,1.2647812167458428,65.9800426555862,1.0379704122150466
189,beta_189,-0.16853097840244557,0.39000655715844,-0.1446050750262955,-0.7759959122118698,0.4711896415224862,3487.8157068254377,1.0015986206097056
190,beta_190,0.6021927663319904,0.6267331272387432,0.5808164370022411,-0.3826116942902727,1.6401968145026657,3500.7401910482845,1.000010040613084
191,beta_191,0.07551977441876195,0.5520840579826951,0.09558915228093352,-0.8528086065737897,1.0030036603220795,3257.876321179891,1.003268286958646
192,beta_192,-0.3614043740290553,0.54098957742578,-0.3126611207382528,-1.3461529238056913,0.41886279268158133,3603.785117688604,1.005355848428832
193,beta_193,0.1453877884462554,0.5856238815793646,0.15345663131701615,-0.8302101066045731,1.1041453804139212,2446.9050133650785,1.0108176142268124
194,beta_194,-0.22878649155536301,0.5252762305910412,-0.17636924127591175,-1.197089802446668,0.5332571197090111,3959.6831154892484,1.0020206860588532
195,beta_195,-0.33505353118130893,0.5280402112518503,-0.27393098775246305,-1.2705034529973562,0.4633169738461934,3747.155225353266,1.0029976461526242
196,beta_196,0.0661225309041999,0.5297964539522545,0.0834123150813561,-0.7988432206589993,0.9412540975673281,3991.605440439169,1.0036320041484668
197,beta_197,0.7120326935994253,0.6245716346908242,0.6919887595613656,-0.3176963482123214,1.6942669733540285,3334.340968314792,1.002897822478778
198,beta_198,0.02739897944517184,0.557673819347018,0.04834924448891866,-0.900581025489634,0.9762211840024102,299.76188282623514,1.0211394419651556
199,beta_199,-0.4631239175178764,0.5202273077849038,-0.40722364913244047,-1.3633235224585665,0.31104663716869335,3971.2135660942254,1.0018537561745458
200,beta_200,-0.29844686845302204,0.5236131369971889,-0.23107423618467018,-1.2256367418712804,0.48291631962143516,3571.727756539488,1.003012004168177
201,beta_201,-0.025648686518323593,0.558259257015392,0.008306285789046429,-0.9741565126287038,0.9020918940775924,3762.5384821293387,1.002371593325832
202,beta_202,0.016249341373333677,0.5354932359973643,0.04345554353239361,-0.8646387774676155,0.9309262747146982,3669.544448309266,1.0044731508114515
203,beta_203,-0.3225843552358277,0.5445972982326885,-0.26338657432174817,-1.2978963331190787,0.4721043114094284,3462.261834333181,1.0049769945144684
204,beta_204,0.096889849518752,0.5979344622103375,0.10744628571435337,-0.8665948662876203,1.1243157282862886,3263.6197848321262,1.0048652857393783
205,beta_205,-0.3717669753456933,0.5308888270901877,-0.3024290806343427,-1.2981456740285169,0.4261107899280243,3454.0344782879806,1.00481467016881
206,beta_206,-0.36967932985939733,0.5583053617017856,-0.30277304906981034,-1.3491536244820341,0.4383774629699352,59.31455499883991,1.0386677595505462
207,beta_207,0.6971384446790916,0.6379980964037487,0.6783387574219314,-0.3219154821135983,1.7323146514781518,3194.4461388725936,1.0035932512750294
208,beta_208,-0.09058422024762977,0.474663220510037,-0.04628634626301241,-0.911220762058862,0.6572312349088208,3793.7094912394905,1.0017030576210295
209,beta_209,-0.30143978208454336,0.5456636547103481,-0.23671440436994468,-1.2621818904070672,0.5272754495290286,3057.060216277965,1.0051993656858744
210,beta_210,0.29120749142714303,0.5835223252816002,0.29757252000083845,-0.5838258792163722,1.3164499339301865,3305.5448240082055,1.0063909437026484
211,beta_211,0.02225757040034004,0.5868380240071475,0.04749883622399581,-1.0669411840890788,0.9393495962407503,3866.35770733049,1.0009773026843811
212,beta_212,-0.30768266507136305,0.5474968571684723,-0.2502408813471019,-1.3035496744493589,0.47896436425833516,3657.0848692001073,1.001556495801694
213,beta_213,0.39830849834791915,0.6112865405789863,0.38882665025376373,-0.5322977990101526,1.4656238271127766,4003.3994554421793,1.0023464844899816
214,beta_214,-0.3869341480993614,0.5229511366730872,-0.3293118901556814,-1.3312376991259196,0.35870142690433676,3562.5057998301854,1.002675780742437
215,beta_215,0.10410463556389153,0.561346862708587,0.11920629654205198,-0.8136789981237409,1.0627608981998216,3841.73470930259,1.0012110058813113
216,beta_216,0.0884252927081548,0.579247129515848,0.10221935086973419,-0.8506186791301622,1.0933068805037514,638.2714112313217,1.0145043624904941
217,beta_217,-0.5354141165041104,0.44345654663296663,-0.4947700796807718,-1.2579685912779732,0.18353527355457996,3735.02731854651,1.0044732625503168
218,beta_218,-0.2858705719992368,0.5436042672289894,-0.2207689299658491,-1.2410996592799557,0.5142696141231532,3538.78551444816,1.0034811613809638
219,beta_219,-0.06636846599124288,0.4057294247123084,-0.03932959220400123,-0.7042928098753094,0.5876023825981099,3734.443156995767,1.0013570815290613
220,beta_220,-0.15303973774995325,0.508218913662676,-0.10025774621934583,-1.068471560190077,0.6233787777884403,3207.088843010785,1.006409230984341
221,beta_221,0.14455751548990045,0.5857648306453714,0.15454973548225806,-0.8114260832586325,1.1262705783301323,562.777393614788,1.0169181681218664
222,beta_222,-0.48141236110745245,0.49810623815194927,-0.4244097854048847,-1.3134201933368341,0.2826450546824143,3583.7942381809003,1.0050466894489012
223,beta_223,-0.14456061527400738,0.5607698956239143,-0.09021925801740271,-1.1358899567869587,0.7649923357847691,1746.019648634165,1.0125404628125698
224,beta_224,-0.3303793016630393,0.5375924892342228,-0.2704938654805086,-1.290816746681495,0.45848809397938356,3584.5546091686247,1.0023106018285182
225,beta_225,-0.033234307468186924,0.3878447857350146,-0.021986158087533438,-0.6522544015987998,0.6035574074727267,3678.6336092064903,1.0027834168473055
226,beta_226,0.4109261500058082,0.6068365545327694,0.3962901070205205,-0.5344595681168739,1.457761219373855,3432.0712150248946,1.0022304571674217
227,beta_227,0.11487878623211312,0.5846676539164888,0.12444001899830892,-0.7985366730124777,1.1738929683714046,306.4245715955813,1.0193569722866893
228,beta_228,-0.0002235066462057489,0.5806227496318637,0.03699706387181858,-1.063012607442125,0.9158891691934573,38.256302653210405,1.0493545325927702
229,beta_229,-0.2985416077203277,0.4945276219987306,-0.24278815441176638,-1.1331543836645392,0.48554474418107396,3550.8629084598515,1.0043846826452132
230,beta_230,-0.2874434425811225,0.5324211157157603,-0.2229572824048002,-1.2068993680784335,0.5008707057804679,3186.296919066852,1.0078964977437224
231,beta_231,-0.25414759519114505,0.518392539503336,-0.1955819429804072,-1.2099255421178454,0.4941020696465305,176.6248413703985,1.0254617320630146
232,beta_232,-0.3556622307311171,0.5566726233363477,-0.29246251273648394,-1.304554769789347,0.49717974019886607,2655.0135447427556,1.0089719325361524
233,beta_233,0.2509475628607496,0.5851270376926733,0.24658511753160958,-0.7159612424985631,1.1856526103723375,3416.4871057011355,1.0003178707138083
234,beta_234,0.055066216369668575,0.5392899188183778,0.048675425526732694,-0.7631282511501254,0.9973555711782675,4091.0369172053674,1.0045943182170394
235,beta_235,0.4894788772943091,0.592166570712059,0.47114574708363155,-0.40813882099349486,1.5179272527972982,2895.7422887437347,1.0076750427570895
236,beta_236,-0.17130750405253276,0.5747991653436834,-0.12910846299786913,-1.2368712260037582,0.6612452987954741,2052.8479360447272,1.0096813704043461
237,beta_237,-0.20705879689741324,0.520750246944196,-0.1633290054042173,-1.1479976326172963,0.5889524877029864,251.76547188870958,1.0200473833339039
238,beta_238,-0.1227068802201024,0.5409926419321109,-0.10354761865893264,-1.1409184977053073,0.6689839184924546,240.2740936273763,1.021220418160219
239,beta_239,-0.03155479249078407,0.4881861586546591,-0.0005314964034805105,-0.7995604903746758,0.8162219588703158,1245.472416761697,1.0136831652951255
240,beta_240,0.2689645976076442,0.6060562317851017,0.268489697756284,-0.6764932666581813,1.3134138622511866,3036.8130956628233,1.0053039550762144
241,beta_241,-0.28184497778641526,0.3973482649789096,-0.23577744829321218,-0.928460420560698,0.34144666898443377,3605.591856699899,1.003254735231554
242,beta_242,-0.13593153534158622,0.45279968238220314,-0.11837491202632731,-0.8919230152188751,0.6069911401096367,3878.0018540572055,1.0007270805208675
243,beta_243,0.15702996133403085,0.5846578948411991,0.15325224517795527,-0.698009989928422,1.2528080931980898,961.4108569192922,1.0138420337854246
244,beta_244,-0.2394954301758172,0.5382579813469025,-0.2016231385137714,-1.1725561670624138,0.5693342177776932,132.04402158791336,1.0277706097408101
245,beta_245,0.37962794316487475,0.6012393263307505,0.36868804178893466,-0.5466334335324039,1.4360185590056225,3011.5799746380553,1.0076701850288132
246,beta_246,0.4163634126901797,0.6100200746681192,0.4123506486151409,-0.5153581125610671,1.4363036006833623,3471.610264471584,1.0023917824655482
247,beta_247,0.030940606118570094,0.5570852421350906,0.05170670122510777,-0.872165298307979,0.9668090968823881,779.3263958088424,1.0155547823921032
248,beta_248,0.2647085676502682,0.5509812535918064,0.25518534734810916,-0.6010095370467295,1.1794570163954992,3770.767642016123,1.0040282648796712
249,beta_249,0.6746270579189477,0.6146561042970146,0.6588699934149469,-0.28663208313605437,1.7202895825115223,2788.0867812265014,1.0038158345595154
250,beta_250,-0.29948726602551407,0.5418657755561165,-0.23549558155016792,-1.2994554596752008,0.4706379506386819,2968.6964465234714,1.0017742624932453
251,beta_251,0.3967997922524716,0.6143634221915838,0.38518909993457595,-0.59992822151565,1.410971248822059,1336.4181607149492,1.0113615359728483
252,beta_252,0.3828800170584909,0.6051602683983532,0.3625626710768038,-0.5297111404378998,1.4571732048726265,3136.6462755905522,1.0066973527681704
253,beta_253,0.3594189121267458,0.5953156193016621,0.33358643694970946,-0.6457195318457442,1.3060009072891556,2979.492359652168,1.0056600501110973
254,beta_254,-0.24589543892747154,0.5288946321457186,-0.19558775664227884,-1.2083571529808579,0.533736234983651,3390.8492727636904,1.0103769197816355
255,beta_255,-0.25070155222850943,0.5503523479647235,-0.18817300492696498,-1.2376281580023976,0.5521374061784724,3992.1645480966017,1.002082738103373
256,beta_256,-0.0029085448916378025,0.5366450868638535,-0.004522666586313906,-0.8062282114691688,0.9902519452444488,2617.7859284002366,1.0144365038710121
257,beta_257,0.03883308767620511,0.5402481677546995,0.07245006007902069,-0.826430750998187,0.9781290584893833,1059.7415690056184,1.012111421915774
258,beta_258,-0.10256052823362435,0.49354229404606575,-0.06388449380099892,-0.844050088893796,0.8146076711180414,3812.3851339974535,1.0047162740504438
259,beta_259,0.37069214626016295,0.6233393214875258,0.3505128044400747,-0.6244088736749922,1.4172624406457615,3341.5485788413134,1.0031850856858298
260,beta_260,0.15402463425028484,0.5104434204110871,0.1596052471497394,-0.6634158241569987,0.9835246117440074,3990.1305921250214,1.0027574171153033
261,beta_261,0.34157436870744845,0.5798050993342998,0.32189455108286125,-0.5735838971707999,1.3012152298790844,3318.318167343484,1.0033279442169907
262,beta_262,0.6330916915456756,0.629440342601746,0.6052903820553941,-0.3290722632511268,1.6859477249915278,3855.1692941244632,1.0010030348891965
263,beta_263,-0.3219356163844648,0.5407582304488782,-0.26009796400146956,-1.2906907501546045,0.45855948301232013,3786.1037286767373,1.00155278427866
264,beta_264,0.33675238761336634,0.5932813913971559,0.3307460212112923,-0.6271918074763164,1.378677167297664,3114.0363332533166,1.0032075077371687
265,beta_265,0.2696140994245594,0.59704990574482,0.2534450386166466,-0.741114884563025,1.212130879071767,3745.9056949631254,1.0023859610428987
266,beta_266,-0.29961202195482256,0.39498218954608216,-0.26528615288029034,-0.9149238514926956,0.35949390478792115,3544.021342293323,0.9999647448681691
267,beta_267,-0.3017294156071279,0.3922716174052573,-0.2690745946888132,-0.9742922128149564,0.3034412248307487,3492.064963964237,1.0032319761144564
268,beta_268,-0.06342820923759962,0.5628952970987383,-0.020426258337346494,-1.148911023565113,0.7437652532557715,3525.685983830726,1.0038238400946522
269,beta_269,0.27234219724558084,0.5694302835134009,0.26588431033174265,-0.5965603022924728,1.256688568148296,3379.809787912877,1.0041738446184083
270,beta_270,-0.07034058284084257,0.5554454708592212,-0.01915269805109472,-1.1293404879261404,0.7220173021761517,3655.5353309152806,1.0055915406564004
271,beta_271,0.12740848304709207,0.60855479579091,0.14074547115144614,-0.9077198475774438,1.1656191422802427,3006.4800392102425,1.0105524375462482
272,beta_272,-0.1310271312283549,0.58573780917681,-0.08166544202096562,-1.2114709036084086,0.7572836479862218,3578.4159135535424,1.0056889223659875
273,beta_273,0.189395635546178,0.5752637975089387,0.1836790031769885,-0.7867150530702403,1.1289434416511979,3757.7829467341517,1.0046772648928028
274,beta_274,-0.12614748687003072,0.5750219943385211,-0.08188551288090834,-1.2320180366915303,0.7128994067704443,196.49302618422973,1.0238313920932451
275,beta_275,-0.08138345200478471,0.540864943676014,-0.029464522980859505,-1.0434261629837147,0.7724685380545733,3351.6952367512986,1.006132746077082
276,beta_276,-0.47447696832070363,0.5202635365664471,-0.415461665349865,-1.3379680906191758,0.3178725863359457,3456.328338626602,1.002279723951173
277,beta_277,-0.17939508087507275,0.5454836284992345,-0.1311270546758672,-1.181354764108385,0.6237787967843222,920.2166483085003,1.0140869339841554
